-1.99746e-05	2.2738e-05	0.000223388	0.000200902	-0.000145047	-0.000527303	-0.000613711	-0.000396055	-0.000180955	-0.000250543	-0.000577783	-0.000874257	-0.000883341	-0.000612653	-0.000304672	-0.000210093	-0.000384631	-0.000668388	-0.000830909	-0.000743552	-0.000452453	-0.000124421	7.09484e-05	5.62038e-05	-0.000130736	-0.000378543	-0.000569663	-0.000632554	-0.000559537	-0.000393614	-0.000200098	-3.93942e-05	4.95072e-05	5.31484e-05	-2.11602e-05	-0.000153943	-0.000321916	-0.000503898	-0.000683792	-0.000851168	-0.00100038	-0.00112911	-0.00123689	-0.00132386	-0.00138994	-0.00143435	-0.00145549	-0.00145107	-0.0014187	-0.00135672	-0.00126542	-0.00114867	-0.00101534	-0.000880247	-0.000763527	-0.000687749	-0.000672027	-0.000723659	-0.000829496	-0.000951194	-0.00102938	-0.00100012	-0.000822103	-0.000504952	-0.00012243	0.00020542	0.000364599	0.000314436	0.000129562	-2.33188e-05	1.97099e-05	0.000302037	0.000692479	0.000958218	0.000937184	0.0006832	0.000445484	0.000465447	0.000749972	0.00104202	0.00105315	0.000756749	0.000435711	0.00039766	0.000635581	0.000818752	0.000661659	0.000266323	1.54222e-05	0.000109709
-0.000153591	-0.000492766	-0.000979145	-0.00121701	-0.00110027	-0.000923178	-0.00102702	-0.00141894	-0.00178104	-0.00182086	-0.00156592	-0.00131469	-0.00133357	-0.00161628	-0.00191384	-0.00196902	-0.00172666	-0.00135527	-0.00109684	-0.00108827	-0.00128545	-0.00151916	-0.00161708	-0.00150214	-0.00121669	-0.00087895	-0.000613332	-0.000496167	-0.000537094	-0.000692675	-0.000895803	-0.00108395	-0.00121631	-0.00127814	-0.00127583	-0.00122799	-0.00115689	-0.00108227	-0.00101838	-0.000973383	-0.00095033	-0.000948758	-0.000966271	-0.000999869	-0.00104688	-0.00110553	-0.00117508	-0.00125574	-0.00134811	-0.00145234	-0.00156684	-0.0016867	-0.00180214	-0.00189758	-0.00195229	-0.00194334	-0.00185178	-0.00167125	-0.00141692	-0.0011304	-0.000875361	-0.000720385	-0.000710729	-0.000838911	-0.00103101	-0.00116521	-0.00112604	-0.000874127	-0.000489563	-0.000147684	-2.06463e-05	-0.000155415	-0.000417887	-0.00056859	-0.000441227	-9.28148e-05	0.000217808	0.000240429	-3.20579e-05	-0.00033357	-0.000365555	-0.000100095	0.000171112	0.000131315	-0.000210822	-0.000512309	-0.000477098	-0.000209362	-0.000102767	-0.000362973
-0.00143125	-0.00147153	-0.00133777	-0.00143569	-0.00187231	-0.00234117	-0.0024872	-0.00230098	-0.00210991	-0.00221592	-0.00259061	-0.00292561	-0.00294598	-0.00265952	-0.00232598	-0.00221442	-0.00238509	-0.00266672	-0.00281194	-0.00268235	-0.00232733	-0.00192618	-0.00166158	-0.00161729	-0.00175302	-0.00194938	-0.00208019	-0.0020688	-0.00190745	-0.00164315	-0.00134712	-0.00108541	-0.000901089	-0.000809743	-0.000804551	-0.000865556	-0.000968661	-0.001092	-0.00121912	-0.00133962	-0.00144818	-0.00154295	-0.00162396	-0.00169177	-0.00174656	-0.00178761	-0.00181311	-0.00182046	-0.00180674	-0.00176971	-0.00170915	-0.00162857	-0.00153683	-0.00144913	-0.00138635	-0.00137198	-0.00142573	-0.00155455	-0.00174334	-0.00194984	-0.00210919	-0.00215175	-0.00203238	-0.00176095	-0.00141649	-0.00112781	-0.00101711	-0.00112757	-0.00137833	-0.00158974	-0.00158546	-0.00131898	-0.000931312	-0.00067231	-0.000715504	-0.00100265	-0.00126627	-0.00124779	-0.000940219	-0.000618989	-0.000592551	-0.00088888	-0.00120522	-0.00121309	-0.000920502	-0.000680834	-0.000798541	-0.00116447	-0.00137075	-0.00120414
-0.00147534	-0.00190413	-0.00248541	-0.00279634	-0.00272288	-0.00257905	-0.00272999	-0.00318399	-0.00360117	-0.0036682	-0.00341415	-0.00315889	-0.00318851	-0.00349679	-0.00381671	-0.00387174	-0.00360207	-0.00318843	-0.00289102	-0.00285733	-0.00304009	-0.00325706	-0.00332236	-0.00315268	-0.00279351	-0.00237245	-0.00202408	-0.00183131	-0.00180517	-0.00189942	-0.00204227	-0.00216689	-0.00222999	-0.0022165	-0.0021343	-0.00200452	-0.00185229	-0.0017	-0.00156408	-0.00145431	-0.00137488	-0.00132605	-0.00130592	-0.00131176	-0.00134109	-0.00139226	-0.00146462	-0.00155834	-0.00167394	-0.00181127	-0.00196822	-0.00213892	-0.00231216	-0.00247037	-0.00259031	-0.00264639	-0.00261724	-0.00249515	-0.00229569	-0.00206302	-0.00186512	-0.00177523	-0.00184134	-0.00205448	-0.00233399	-0.00254771	-0.00257059	-0.00235984	-0.00200159	-0.00168445	-0.00159333	-0.00177814	-0.00209398	-0.00228302	-0.0021666	-0.00180632	-0.0014803	-0.00145687	-0.00174315	-0.00205351	-0.00206821	-0.00175796	-0.00143557	-0.00143995	-0.00176146	-0.00203339	-0.00193997	-0.00159328	-0.00141395	-0.00162131
-0.00270764	-0.00279809	-0.00269813	-0.00284155	-0.00334347	-0.00387645	-0.00406023	-0.00388435	-0.00369972	-0.00383074	-0.00424772	-0.00461987	-0.00465153	-0.0043505	-0.00399577	-0.00387694	-0.00405913	-0.00435792	-0.00450631	-0.00435441	-0.00395476	-0.00350044	-0.00318854	-0.00310966	-0.00322038	-0.00339169	-0.00348713	-0.00342381	-0.00319346	-0.00284729	-0.00246292	-0.00211261	-0.00184382	-0.00167433	-0.0015977	-0.00159324	-0.00163581	-0.00170268	-0.00177696	-0.00184833	-0.00191189	-0.00196648	-0.00201287	-0.00205233	-0.0020856	-0.0021123	-0.00213081	-0.00213843	-0.00213205	-0.00210912	-0.00206921	-0.00201577	-0.00195799	-0.0019118	-0.00189922	-0.00194499	-0.00206968	-0.00227994	-0.00255847	-0.0028585	-0.00310886	-0.00323322	-0.00318195	-0.00296501	-0.00266723	-0.00242721	-0.00237621	-0.00255994	-0.00289015	-0.00317213	-0.00321522	-0.00296919	-0.00258609	-0.00233494	-0.00240211	-0.00272425	-0.00301321	-0.00299112	-0.0026511	-0.00228948	-0.00223739	-0.00252448	-0.00282594	-0.00279019	-0.0024268	-0.00211478	-0.00217997	-0.00250544	-0.00265551	-0.00240327
-0.00259488	-0.00308099	-0.00372788	-0.00408295	-0.00402363	-0.0038864	-0.00406354	-0.00456494	-0.00502621	-0.0051105	-0.00484858	-0.00458433	-0.00462604	-0.00496754	-0.00532116	-0.00538818	-0.00510319	-0.00466047	-0.00434067	-0.00430311	-0.00449664	-0.00472386	-0.00478306	-0.00458335	-0.00417347	-0.0036914	-0.00328303	-0.00303848	-0.00297005	-0.00302791	-0.00313451	-0.0032177	-0.00323094	-0.00315847	-0.00300951	-0.00280784	-0.00258163	-0.00235616	-0.00215019	-0.0019753	-0.00183696	-0.0017363	-0.00167205	-0.001642	-0.0016441	-0.0016771	-0.00174075	-0.0018356	-0.00196242	-0.00212117	-0.0023095	-0.00252091	-0.00274292	-0.00295603	-0.00313448	-0.00324986	-0.00327831	-0.00321074	-0.00306332	-0.00288323	-0.00274344	-0.00272248	-0.00287138	-0.00317925	-0.0035575	-0.00386185	-0.00395602	-0.00379312	-0.00346594	-0.00317806	-0.00312869	-0.00337083	-0.00374704	-0.0039784	-0.00387217	-0.00349517	-0.00314746	-0.00311791	-0.00341364	-0.003727	-0.00371453	-0.00334571	-0.00295742	-0.00291368	-0.00320396	-0.00343509	-0.00326954	-0.00282856	-0.00256315	-0.00270793
-0.00373228	-0.00383796	-0.00373779	-0.00389744	-0.0044416	-0.00501951	-0.00522263	-0.00503925	-0.00484682	-0.00499517	-0.00545313	-0.00586444	-0.00590967	-0.00559634	-0.00522512	-0.00510886	-0.00531817	-0.00565347	-0.00582515	-0.00566985	-0.00524351	-0.00475479	-0.00441721	-0.00432903	-0.00444306	-0.00461896	-0.00470811	-0.00462006	-0.00434557	-0.00394032	-0.00348899	-0.00307057	-0.00273725	-0.00250895	-0.00237925	-0.00232627	-0.00232329	-0.00234624	-0.00237749	-0.00240656	-0.00242894	-0.00244415	-0.00245386	-0.00246021	-0.00246473	-0.00246767	-0.00246785	-0.00246283	-0.00244962	-0.00242575	-0.00239093	-0.00234903	-0.00231002	-0.00229113	-0.00231609	-0.00241147	-0.00259914	-0.00288565	-0.00325135	-0.00364441	-0.00398638	-0.00419329	-0.00421024	-0.0040473	-0.00379593	-0.00360585	-0.00361856	-0.00388246	-0.0043005	-0.00466048	-0.00475511	-0.00452978	-0.00414909	-0.0039039	-0.0039951	-0.00435333	-0.00466682	-0.00463586	-0.0042538	-0.00384089	-0.00375407	-0.0040249	-0.00430373	-0.00421317	-0.0037648	-0.00336678	-0.0033691	-0.00364615	-0.00373115	-0.00338212
-0.00341432	-0.00392717	-0.0046136	-0.00498763	-0.00491712	-0.0047639	-0.00495098	-0.00549011	-0.00598905	-0.00608403	-0.00580744	-0.0055303	-0.00558615	-0.00596882	-0.00636696	-0.00645627	-0.00616469	-0.00570194	-0.00537213	-0.00534821	-0.0055746	-0.00583638	-0.00591344	-0.00570597	-0.00526625	-0.00474411	-0.00429837	-0.00402731	-0.00394441	-0.00399539	-0.00409559	-0.00416624	-0.00415659	-0.00404957	-0.00385554	-0.00360092	-0.00331698	-0.00303196	-0.00276705	-0.0025356	-0.0023443	-0.00219518	-0.00208757	-0.00201982	-0.00199044	-0.00199878	-0.00204522	-0.002131	-0.0022575	-0.00242514	-0.00263172	-0.00287036	-0.00312753	-0.00338191	-0.00360519	-0.00376609	-0.00383817	-0.00381108	-0.00370203	-0.00356193	-0.00346976	-0.00351036	-0.00373835	-0.00414062	-0.00461932	-0.00501607	-0.00518152	-0.00506399	-0.00476395	-0.00450215	-0.00449419	-0.00479639	-0.00523668	-0.00551181	-0.00541287	-0.00501271	-0.00463654	-0.00459664	-0.00490004	-0.00521393	-0.00516794	-0.00473036	-0.00426552	-0.00416603	-0.00442023	-0.00460513	-0.00435875	-0.00381291	-0.00345285	-0.00353037
-0.00443124	-0.00452082	-0.00439042	-0.00454186	-0.00511074	-0.00571991	-0.00592849	-0.00572306	-0.00551102	-0.00567112	-0.00617048	-0.00662354	-0.00668342	-0.00635708	-0.00596997	-0.00586176	-0.00610947	-0.00649616	-0.00670609	-0.00656031	-0.00611863	-0.0056078	-0.00526048	-0.00518392	-0.00532654	-0.00553475	-0.00564558	-0.00555946	-0.00526579	-0.00482512	-0.00433002	-0.00386704	-0.00349347	-0.0032313	-0.00307369	-0.00299689	-0.00297185	-0.00297248	-0.00297985	-0.0029829	-0.00297724	-0.00296296	-0.00294252	-0.00291897	-0.00289471	-0.00287072	-0.0028464	-0.00281977	-0.00278816	-0.00274945	-0.00270383	-0.00265599	-0.00261722	-0.00260663	-0.00265041	-0.00277765	-0.00301215	-0.00336073	-0.00380131	-0.00427643	-0.00469941	-0.00497756	-0.00505012	-0.00492749	-0.00470903	-0.00455759	-0.00462668	-0.00496778	-0.00547355	-0.00591142	-0.00605482	-0.00584412	-0.00545849	-0.00521402	-0.00532815	-0.00572446	-0.00606389	-0.00602157	-0.00559126	-0.00512064	-0.00499609	-0.00525119	-0.00550783	-0.00535923	-0.00481941	-0.00432966	-0.00426725	-0.00449657	-0.00451564	-0.00406554
-0.00388258	-0.00439701	-0.0051027	-0.00547575	-0.00537281	-0.00518435	-0.00536828	-0.00593846	-0.00647063	-0.00656986	-0.00627007	-0.00597331	-0.00604222	-0.00647073	-0.00692022	-0.00703676	-0.0067405	-0.00625911	-0.0059241	-0.00592454	-0.00619994	-0.00651505	-0.00662831	-0.00642946	-0.00597486	-0.00542819	-0.00496337	-0.00468819	-0.00461741	-0.00469122	-0.00481632	-0.00490578	-0.00490343	-0.00479021	-0.0045774	-0.00429401	-0.00397456	-0.00365033	-0.0033449	-0.00307332	-0.00284334	-0.00265766	-0.00251607	-0.00241732	-0.00236037	-0.00234515	-0.00237278	-0.00244527	-0.00256482	-0.00273252	-0.00294652	-0.00319973	-0.00347768	-0.0037572	-0.00400736	-0.00419381	-0.00428754	-0.00427713	-0.00418141	-0.0040562	-0.00398796	-0.00406936	-0.00435958	-0.0048432	-0.00541175	-0.00589051	-0.00611509	-0.00602847	-0.00574033	-0.0054917	-0.0055173	-0.00587729	-0.00638248	-0.00670129	-0.00660608	-0.00617681	-0.00576774	-0.00571806	-0.00603438	-0.00635469	-0.00627759	-0.00577	-0.0052277	-0.00507573	-0.00530088	-0.00544588	-0.00512089	-0.00446971	-0.00401642	-0.00403201
